architecture,traffic_type,traffic_variant,trace_file,seed,x_size,y_size,block_w,block_h,dense_threshold,link_width,link_ready_policy,injection_cycles,total_cycles,offered_events_per_cycle,generated_events,delivered_events,capture_loss,transport_loss,undrained_events,total_loss,event_loss_rate,logical_packets,sparse_packets,dense_packets,events_in_sparse_packets,events_in_dense_packets,logical_bits,physical_link_beats,physical_bits,logical_bits_per_event,physical_bits_per_event,events_per_physical_beat,events_per_physical_bit,throughput_events_per_cycle,delivered_during_injection,average_latency,maximum_latency,p50_latency,p95_latency,p99_latency,link_active_cycles,link_stall_cycles,link_utilization,cycles_dense_eligible,average_dense_occupancy,minimum_dense_occupancy,maximum_dense_occupancy,dense_occ_0,dense_occ_1,dense_occ_2,dense_occ_3,dense_occ_4,dense_occ_5,dense_occ_6,dense_occ_7,dense_occ_8,dense_occ_9,dense_occ_10,dense_occ_11,dense_occ_12,dense_occ_13,dense_occ_14,dense_occ_15,dense_occ_16,baseline_payload_bits,adaptive_sparse_payload_bits,dense_payload_bits,baseline_frame_bits,adaptive_sparse_frame_bits,dense_frame_bits,baseline_physical_bits_per_packet,adaptive_sparse_physical_bits_per_packet,dense_physical_bits_per_packet,notes,result_file
baseline_link,uniform,stage4_rate0.05,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.05_rate0p050_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5004,0.04820000,241,241,0,0,0,0,0.00000000,241,241,0,241,0,4097,482,7712,17.000000,32.000000,0.50000000,0.0312500000,0.04816147,240,4.041494,5,4,4,5,482,0,0.09632294,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=241;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=241;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p05_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.05,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.05_rate0p050_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5004,0.04820000,241,241,0,0,0,0,0.00000000,241,241,0,241,0,4338,482,7712,18.000000,32.000000,0.50000000,0.0312500000,0.04816147,240,4.041494,5,4,4,5,482,0,0.09632294,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=241;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=241;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p05_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.10,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.10_rate0p100_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.09740000,487,487,0,0,0,0,0.00000000,487,487,0,487,0,8279,974,15584,17.000000,32.000000,0.50000000,0.0312500000,0.09740000,487,4.110883,7,4,5,5,974,0,0.19480000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=487;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=487;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p10_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.10,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.10_rate0p100_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.09740000,487,487,0,0,0,0,0.00000000,487,487,0,487,0,8766,974,15584,18.000000,32.000000,0.50000000,0.0312500000,0.09740000,487,4.110883,7,4,5,5,974,0,0.19480000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=487;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=487;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p10_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.19760000,988,988,0,0,0,0,0.00000000,988,988,0,988,0,16796,1976,31616,17.000000,32.000000,0.50000000,0.0312500000,0.19740260,986,4.297571,9,4,5,7,1976,0,0.39480519,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=988;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p20_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.19760000,988,988,0,0,0,0,0.00000000,988,988,0,988,0,17784,1976,31616,18.000000,32.000000,0.50000000,0.0312500000,0.19740260,986,4.297571,9,4,5,7,1976,0,0.39480519,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=988;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=988;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p20_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.30,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.30_rate0p300_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.29680000,1484,1483,1,0,0,1,0.00067385,1483,1483,0,1483,0,25211,2966,47456,17.000000,32.000000,0.50000000,0.0312500000,0.29630370,1480,4.753203,25,4,7,10,2966,0,0.59260739,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1483;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1484;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p30_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.30,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.30_rate0p300_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.29680000,1484,1483,1,0,0,1,0.00067385,1483,1483,0,1483,0,26694,2966,47456,18.000000,32.000000,0.50000000,0.0312500000,0.29630370,1480,4.753203,25,4,7,10,2966,0,0.59260739,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1483;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1484;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p30_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.40040000,2002,1998,4,0,0,4,0.00199800,1998,1998,0,1998,0,33966,3996,63936,17.000000,32.000000,0.50000000,0.0312500000,0.39920080,1996,6.069570,46,5,13,21,3996,0,0.79840160,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1998;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p40_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.40040000,2002,1998,4,0,0,4,0.00199800,1998,1998,0,1998,0,35964,3996,63936,18.000000,32.000000,0.50000000,0.0312500000,0.39920080,1996,6.069570,46,5,13,21,3996,0,0.79840160,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1998;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2002;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p40_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.60,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.60_rate0p600_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5109,0.59440000,2972,2552,420,0,0,420,0.14131898,2552,2552,0,2552,0,43384,5104,81664,17.000000,32.000000,0.50000000,0.0312500000,0.49951067,2497,82.463950,722,47,285,500,5104,0,0.99902133,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2552;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2972;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p60_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.60,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.60_rate0p600_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5042,0.59440000,2972,2740,232,0,0,232,0.07806191,2487,2424,63,2424,316,46467,5037,80592,16.958759,29.413139,0.54397459,0.0339984118,0.54343514,2719,40.486861,380,27,121,208,5037,0,0.99900833,95,5.015873,5,6,0,0,0,0,0,62,1,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2740;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2972;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p60_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate0.80,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5211,0.80200000,4010,2604,1406,0,0,1406,0.35062344,2604,2604,0,2604,0,44268,5208,83328,17.000000,32.000000,0.50000000,0.0312500000,0.49971215,2498,178.784562,1207,120,538,846,5208,0,0.99942429,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2604;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=4010;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p80_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate0.80,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5061,0.80200000,4010,3523,487,0,0,487,0.12144638,2388,2106,282,2106,1417,50598,5058,80928,14.362191,22.971331,0.69652036,0.0435325227,0.69610749,3488,46.803576,448,31,142,216,5058,0,0.99940723,471,5.024823,5,6,0,0,0,0,0,275,7,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=3523;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=4010;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate0p80_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate1.00,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate1.00_rate1p000_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5259,1.00000000,5000,2628,2372,0,0,2372,0.47440000,2628,2628,0,2628,0,44676,5256,84096,17.000000,32.000000,0.50000000,0.0312500000,0.49971477,2498,239.728311,1525,204,620,866,5256,0,0.99942955,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2628;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=5000;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate1p00_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate1.00,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate1.00_rate1p000_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5060,1.00000000,5000,4390,610,0,0,610,0.12200000,2265,1738,527,1738,2652,54999,5057,80912,12.528246,18.430979,0.86810362,0.0542564762,0.86758893,4356,41.656036,422,29,125,188,5057,0,0.99940711,913,5.032258,5,6,0,0,0,0,0,510,17,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=4390;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=5000;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate1p00_adaptive_l16_t5_always.csv
baseline_link,uniform,stage4_rate2.00,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate2.00_rate2p000_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5387,2.00000000,10000,2692,7308,0,0,7308,0.73080000,2692,2692,0,2692,0,45764,5384,86144,17.000000,32.000000,0.50000000,0.0312500000,0.49972155,2498,360.872585,1435,318,852,1121,5384,0,0.99944310,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2692;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=10000;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate2p00_baseline_l16_t5_always.csv
adaptive_link,uniform,stage4_rate2.00,/home/hj/SCA_AER/traces/generated/stage2/uniform_stage4_rate2.00_rate2p000_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5056,2.00000000,10000,8459,1541,0,0,1541,0.15410000,1769,254,1515,254,8205,72747,5053,80848,8.599953,9.557631,1.67405502,0.1046284386,1.67306171,8413,27.829649,171,23,68,91,5053,0,0.99940665,4135,5.415842,5,9,0,0,0,0,0,1039,357,88,27,4,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=8459;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=10000;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_uniform_rate2p00_adaptive_l16_t5_always.csv
baseline_link,poisson,stage4_lambda0.20,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.20280000,1014,1013,1,0,0,1,0.00098619,1013,1013,0,1013,0,17221,2026,32416,17.000000,32.000000,0.50000000,0.0312500000,0.20260000,1013,4.561698,11,4,7,10,2026,0,0.40520000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1013;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1014;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p20_baseline_l16_t5_always.csv
adaptive_link,poisson,stage4_lambda0.20,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.20280000,1014,1013,1,0,0,1,0.00098619,1013,1013,0,1013,0,18234,2026,32416,18.000000,32.000000,0.50000000,0.0312500000,0.20260000,1013,4.561698,11,4,7,10,2026,0,0.40520000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1013;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1014;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p20_adaptive_l16_t5_always.csv
baseline_link,poisson,stage4_lambda0.40,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.38900000,1945,1940,5,0,0,5,0.00257069,1940,1940,0,1940,0,32980,3880,62080,17.000000,32.000000,0.50000000,0.0312500000,0.38800000,1940,7.261340,64,5,17,31,3880,0,0.77600000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1940;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1945;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p40_baseline_l16_t5_always.csv
adaptive_link,poisson,stage4_lambda0.40,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.38900000,1945,1940,5,0,0,5,0.00257069,1940,1940,0,1940,0,34920,3880,62080,18.000000,32.000000,0.50000000,0.0312500000,0.38800000,1940,7.261340,64,5,17,31,3880,0,0.77600000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1940;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1945;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p40_adaptive_l16_t5_always.csv
baseline_link,poisson,stage4_lambda0.80,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5208,0.79480000,3974,2602,1372,0,0,1372,0.34524409,2602,2602,0,2602,0,44234,5204,83264,17.000000,32.000000,0.50000000,0.0312500000,0.49961598,2498,171.166026,1440,113,519,738,5204,0,0.99923195,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2602;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=3974;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p80_baseline_l16_t5_always.csv
adaptive_link,poisson,stage4_lambda0.80,/home/hj/SCA_AER/traces/generated/stage2/poisson_stage4_lambda0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5045,0.79480000,3974,3530,444,0,0,444,0.11172622,2378,2093,285,2093,1437,50499,5041,80656,14.305666,22.848725,0.70025789,0.0437661178,0.69970268,3507,44.054958,388,30,128,205,5041,0,0.99920714,485,5.042105,5,7,0,0,0,0,0,274,10,1,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=3530;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=3974;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_poisson_lambda0p80_adaptive_l16_t5_always.csv
baseline_link,hotspot,stage4_4x4_p80_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.19660000,983,981,2,0,0,2,0.00203459,981,981,0,981,0,16677,1962,31392,17.000000,32.000000,0.50000000,0.0312500000,0.19620000,981,4.339450,10,4,6,7,1962,0,0.39240000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=981;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=983;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p20_baseline_l16_t5_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.20,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.20_rate0p200_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.19660000,983,981,2,0,0,2,0.00203459,981,981,0,981,0,17658,1962,31392,18.000000,32.000000,0.50000000,0.0312500000,0.19620000,981,4.339450,10,4,6,7,1962,0,0.39240000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=981;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=983;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p20_adaptive_l16_t5_always.csv
baseline_link,hotspot,stage4_4x4_p80_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.40600000,2030,1972,58,0,0,58,0.02857143,1972,1972,0,1972,0,33524,3944,63104,17.000000,32.000000,0.50000000,0.0312500000,0.39400599,1970,5.532961,30,5,10,17,3944,0,0.78801199,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1972;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p40_baseline_l16_t5_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.40,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.40_rate0p400_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5005,0.40600000,2030,1972,58,0,0,58,0.02857143,1972,1972,0,1972,0,35496,3944,63104,18.000000,32.000000,0.50000000,0.0312500000,0.39400599,1970,5.532961,30,5,10,17,3944,0,0.78801199,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=1972;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=2030;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p40_adaptive_l16_t5_always.csv
baseline_link,hotspot,stage4_4x4_p80_rate0.80,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5015,0.79800000,3990,2506,1484,0,0,1484,0.37192982,2506,2506,0,2506,0,42602,5012,80192,17.000000,32.000000,0.50000000,0.0312500000,0.49970090,2498,21.277334,214,13,64,96,5012,0,0.99940179,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2506;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=3990;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p80_baseline_l16_t5_always.csv
adaptive_link,hotspot,stage4_4x4_p80_rate0.80,/home/hj/SCA_AER/traces/generated/stage2/hotspot_stage4_4x4_p80_rate0.80_rate0p800_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5012,0.79800000,3990,2536,1454,0,0,1454,0.36441103,2500,2491,9,2491,45,45243,5009,80144,17.840300,31.602524,0.50628868,0.0316430425,0.50598563,2530,20.403785,180,13,59,94,5009,0,0.99940144,14,5.000000,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=2536;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=3990;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_hotspot_rate0p80_adaptive_l16_t5_always.csv
baseline_link,burst,stage4_burst_rate2.0_dur500,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.20640000,1032,459,573,0,0,573,0.55523256,459,459,0,459,0,7803,918,14688,17.000000,32.000000,0.50000000,0.0312500000,0.09180000,459,228.422658,778,157,628,719,918,0,0.18360000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=459;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate2.0_dur500_baseline_l16_t5_always.csv
adaptive_link,burst,stage4_burst_rate2.0_dur500,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate2.0_dur500_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.20640000,1032,884,148,0,0,148,0.14341085,239,98,141,98,786,8109,619,9904,9.173077,11.203620,1.42810985,0.0892568659,0.17680000,884,27.903846,126,22,68,99,619,0,0.12380000,385,5.574468,5,10,0,0,0,0,0,89,35,8,7,1,1,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=884;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=1032;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate2.0_dur500_adaptive_l16_t5_always.csv
baseline_link,burst,stage4_burst_rate4.0_dur200,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate4.0_dur200_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.16780000,839,355,484,0,0,484,0.57687723,355,355,0,355,0,6035,710,11360,17.000000,32.000000,0.50000000,0.0312500000,0.07100000,355,224.569014,606,202,525,575,710,0,0.14200000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=355;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=839;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate4.0_dur200_baseline_l16_t5_always.csv
adaptive_link,burst,stage4_burst_rate4.0_dur200,/home/hj/SCA_AER/traces/generated/stage2/burst_stage4_burst_rate4.0_dur200_rate0p010_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.16780000,839,611,228,0,0,228,0.27175209,137,67,70,67,544,4356,344,5504,7.129296,9.008183,1.77616279,0.1110101744,0.12220000,611,29.338789,89,30,52,74,344,0,0.06880000,209,7.771429,5,13,0,0,0,0,0,8,10,16,11,14,6,3,1,1,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=611;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=839;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_burst_rate4.0_dur200_adaptive_l16_t5_always.csv
baseline_link,simultaneous,stage4_count16,/home/hj/SCA_AER/traces/generated/stage2/simultaneous_stage4_count16_rate0p003_seed1_ack0.trace,1,16,16,4,4,5,16,always,5000,5000,0.00320000,16,16,0,0,0,0,0.00000000,16,16,0,16,0,272,32,512,17.000000,32.000000,0.50000000,0.0312500000,0.00320000,16,19.000000,34,18,34,34,32,0,0.00640000,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,37,17,18,45,32,32,48,captured_events=16;logical_model_errors=0;unexpected_output=0;duplicate_output=0;trace_events=16;stall_period=5;stall_cycles=1;random_stall_percent=20,results/csv/runs/stage4/stage4_simultaneous_count16_baseline_l16_t5_always.csv
